Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2016 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,,,
2016,30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland(Shore Transit),Active,Full Reporter,Salisbury,MD,2010,"Salisbury, MD-DE",307,71,"98,081",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$5,804,852","$6,271,571","$6,443,609","$4,581,553","$7,993,202","$7,229,286","$7,676,833","$13,364,954","$8,318,126","$7,078,145","$6,470,197",,,,
2014,30098,3098,Washington County Commissioners(CABL Bus lines),Inactive,Reduced Reporter,Marietta,OH,2010,"Parkersburg, WV-OH",411,42,"67,229",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$420,801","$391,169","$388,785","$395,239",,,,,,
2016,30099,3099,City of Winchester(WinTran),Active,Reduced Reporter,Winchester,VA,2010,"Winchester, VA",398,37,"69,449",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$995,372","$1,721,505","$1,073,552","$1,497,262","$947,058",,,,
2015,30101,3101,City of Washington(City Transit),Inactive,Full Reporter,Washington,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Pre 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,007,699","$1,408,021","$1,150,478","$1,291,010","$2,284,991","$2,445,273","$3,056,439","$3,652,497",,,,,
2016,30102,3102,Martz Trailways,Active,Full Reporter,Wilkes Barre,PA,2010,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$20,606,107","$18,279,317","$20,079,055","$20,297,380",,"$17,477,160",,,,
2016,30103,3103,"Martz Group, National Coach Works of Virginia(NCW)",Active,Full Reporter,Fredericksburg,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,077,312","$1,824,400","$2,661,294","$2,674,844","$2,605,140","$6,755,539","$3,262,252",,"$1,446,874",,,,
2016,30104,3104,Metropolitan Washington Airports Authority(MWAA),Active,Building Reporter,Washington,DC,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$499,390,875","$622,804,241","$604,488,893","$313,434,465","$213,991,736","$149,816,255","$549,191,785",,,,
2016,30105,3105,Northern Virginia Transportation Commission(NVTC),Active,Planning Reporter,Arlington,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$741,282","$1,437,456","$131,104",$0,$0,,,,
2016,30106,3106,National Capital Region Transportation Planning Board(MWCOG/TPB),Active,Reduced Reporter,Washington,DC,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$18,167","$65,268","$296,876","$178,771","$260,776",,,,
2016,30107,3107,West Virginia University - Morgantown Personal Rapid Transit,Active,Full Reporter,Morgantown,WV,2010,"Morgantown, WV",393,37,"70,350",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,979,613","$6,456,107","$12,069,096","$16,381,567","$19,511,873",,,,
2016,30108,3108,Cecil County Government - SSCT,Active,Reduced Reporter,Elkton,MD,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$729,033","$922,472","$1,380,492","$2,039,845","$1,669,677",,,,
2016,30109,3109,St. Mary's Transit System -Dept. of Public Works and Transit(STS),Active,Reduced Reporter,California ,MD,2010,"Lexington Park-California-Chesapeake Ranch Estates, MD",451,50,"58,875",Existing 2016,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,007,584","$2,601,278","$2,704,045","$2,546,024","$2,249,070",,,,
2016,30111,3111,Washington Rides,Active,Full Reporter,Washington,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2016,,,,,,,,,,,,,,,,,,,,,,,,"$6,100,232","$5,564,348","$6,974,619",,,,
2016,30112,3112,DDOT - Progressive Transportation Services Administration,Active,Full Reporter,Washington,DC,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2016,,,,,,,,,,,,,,,,,,,,,,,,"$41,543,541","$70,291,568","$65,353,811",,,,
2016,30129,3R03-018,Anne Arundel County,Active,Full Reporter,Annapolis,MD,2010,"Baltimore, MD",19,717,"2,203,663",New in 2016,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,447,282",,,,
2016,30131,3R03-005,"Board of County Commissioners of Calvert County, Maryland",Active,Reduced Reporter,Prince Frederick,MD,2010,"Lexington Park-California-Chesapeake Ranch Estates, MD",451,50,"58,875",New in 2016,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,288,648",,,,
2016,30137,3R04-012,Monroe County Transportation  Authority(MCTA),Active,Full Reporter,Scotrun,PA,2010,"East Stroudsburg, PA-NJ",472,52,"54,316",Existing 2016,,,,,,,,,,,,,,,,,,,,,,,,"$8,949,748","$5,477,131","$5,494,225",,,,
2016,30167,3R04-002,County of Carbon(CCCT),Active,Reduced Reporter,Jim Thorpe,PA,2010,"Allentown, PA-NJ",61,346,"664,651",New in 2016,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,021,007",,,,
2016,30198,,Suffolk Transit,Active,Reduced Reporter,Suffolk,VA,2010,"Virginia Beach, VA",34,515,"1,439,666",Existing 2016,,,,,,,,,,,,,,,,,,,,,,,,,"$1,235,676","$1,063,574",,,,
2016,30199,,New River Transit Authority,Active,Reduced Reporter,Beckley,WV,2010,"Beckley, WV",430,61,"64,022",Existing 2016,,,,,,,,,,,,,,,,,,,,,,,,,"$345,004","$579,646",,,,
2016,30200,,City of Radford,Active,Reduced Reporter,Radford,VA,2010,"Blacksburg, VA",328,51,"88,542",Existing 2016,,,,,,,,,,,,,,,,,,,,,,,,,"$1,377,688","$1,765,330",,,,
2016,30201,,Baltimore City Department of Transportation,Active,Full Reporter,Baltimore,MD,2010,"Baltimore, MD",19,717,"2,203,663",New in 2016,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,605,173",,,,
2016,30989,3113,Central Shenandoah Planning District Commission(CSPDC),Active,Reduced Reporter,Staunton,VA,2010,"Staunton-Waynesboro, VA",461,38,"56,611",Existing 2016,,,,,,,,,,,,,,,,,,,,,,,,"$506,096","$1,124,437","$1,262,212",,,,
2016,30990,,Airport Corridor Transportation Association,Active,Reduced Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2016,,,,,,,,,,,,,,,,,,,,,,,,,"$793,999","$840,641",,,,
2016,40001,4001,Chattanooga Area Regional Transportation Authority(CARTA),Active,Full Reporter,Chattanooga,TN,2010,"Chattanooga, TN-GA",100,300,"381,112",Existing 2016,"$6,251,868","$7,409,102","$9,443,317","$16,092,212","$12,466,213","$17,763,450","$11,049,367","$11,218,874","$12,090,598","$12,771,435","$14,349,500","$17,560,583","$13,468,348","$14,094,462","$13,930,736","$16,889,210","$15,928,486","$18,681,018","$24,762,882","$20,919,448","$20,365,066","$21,027,200","$22,419,428","$27,224,748","$20,614,444","$22,567,509",,,,
2016,40002,4002,Knoxville Area Transit(KAT),Active,Full Reporter,Knoxville,TN,2010,"Knoxville, TN",74,438,"558,696",Existing 2016,"$5,957,427","$6,362,720","$7,029,861","$7,148,772","$7,180,505","$7,998,840","$13,153,060","$9,106,634","$9,760,326","$11,429,824","$13,644,437","$14,291,708","$18,356,301","$20,659,252","$24,007,227","$17,205,007","$14,365,086","$17,530,520","$32,598,947","$28,474,488","$30,635,594","$26,585,022","$25,740,289","$23,877,615","$19,444,645","$21,449,402",,,,
2016,40003,4003,Memphis Area Transit Authority(MATA),Active,Full Reporter,Memphis,TN,2010,"Memphis, TN-MS-AR",41,497,"1,060,061",Existing 2016,"$29,707,283","$48,808,115","$36,304,110","$27,107,446","$34,667,867","$29,474,312","$39,871,788","$51,876,108","$42,531,564","$55,185,567","$43,564,902","$54,621,042","$90,681,566","$66,171,336","$51,035,089","$54,092,064","$51,730,233","$54,786,618","$55,007,818","$72,487,349","$80,371,616","$65,357,307","$66,518,386","$68,302,722","$56,330,904","$57,136,512",,,,
2016,40004,4004,Metropolitan Transit Authority(MTA),Active,Full Reporter,Nashville,TN,2010,"Nashville-Davidson, TN",44,563,"969,587",Existing 2016,"$13,779,935","$21,334,563","$17,863,427","$15,784,942","$17,351,135","$17,323,867","$23,810,602","$25,296,816","$31,040,169","$31,453,787","$33,772,280","$25,980,373","$28,589,010","$39,678,026","$47,172,636","$45,704,146","$52,266,711","$76,694,559","$68,081,398","$54,888,553","$96,573,950","$67,840,731","$93,091,477","$86,745,539","$84,677,199","$82,061,244",,,,
2016,40005,4005,ART (Asheville Redefines Transit)(ART),Active,Full Reporter,Asheville,NC,2010,"Asheville, NC",133,265,"280,648",Existing 2016,"$1,920,378","$1,916,463","$1,958,046","$2,017,868","$1,840,451","$5,458,096","$1,925,506","$2,884,264","$2,349,253","$2,306,675","$3,063,831","$3,162,883","$3,025,385","$3,670,287","$3,611,606","$4,086,660","$5,881,670","$4,894,816","$5,091,473","$4,955,084","$7,831,001","$5,480,841","$10,721,051","$6,945,166","$5,866,125","$5,365,859",,,,
2016,40006,4006,Cape Fear Public Transportation Authority(Wave),Active,Full Reporter,Wilmington,NC,2010,"Wilmington, NC",161,134,"219,957",Existing 2016,"$3,066,495","$1,371,434","$1,324,194","$1,403,165","$1,463,429","$1,467,165","$1,579,886","$1,766,101","$1,766,112","$2,365,992","$2,238,746","$2,381,609","$5,913,268","$7,987,624","$4,469,497","$3,957,801","$5,768,902","$9,207,819","$6,943,932","$9,070,685","$13,674,790","$8,474,835","$8,874,149","$12,903,624","$15,583,142","$11,174,644",,,,
2016,40007,4007,Capital Area Transit(CAT),Active,Full Reporter,Raleigh,NC,2010,"Raleigh, NC",50,518,"884,891",Existing 2016,"$5,371,800","$5,488,850","$6,292,066","$6,745,395","$7,187,670","$7,774,605","$10,860,165","$7,828,324","$8,330,864","$10,206,390","$15,441,369","$9,670,834","$15,430,437","$10,728,305","$15,105,503","$13,188,046","$13,532,070","$20,667,776","$37,122,255","$31,636,682","$43,329,130","$31,565,700","$30,095,661","$30,511,253","$41,548,168","$35,276,056",,,,
2016,40008,4008,Charlotte Area Transit System(CATS),Active,Full Reporter,Charlotte,NC,2010,"Charlotte, NC-SC",38,741,"1,249,442",Existing 2016,"$19,422,383","$27,334,605","$20,543,977","$22,617,394","$26,195,442","$24,782,343","$33,634,125","$35,087,688","$47,203,805","$53,517,058","$68,340,846","$80,999,387","$101,082,238","$186,718,249","$162,738,904","$275,622,003","$282,038,541","$186,994,627","$174,652,579","$159,787,319","$152,693,564","$168,093,402","$222,429,339","$260,118,409","$388,013,893","$441,921,750",,,,
2016,40009,4009,Fayetteville Area System of Transit(FAST),Active,Full Reporter,Fayetteville,NC,2010,"Fayetteville, NC",122,198,"310,282",Existing 2016,"$2,098,034","$2,196,560","$2,382,061","$2,308,165","$2,701,038","$2,698,213","$4,453,070","$3,668,483","$5,458,103","$3,835,160","$4,603,590","$4,168,653","$4,112,016","$3,982,589","$4,076,937","$4,141,153","$4,416,796","$7,158,559","$6,075,849","$7,210,552","$10,593,686","$10,380,924","$8,650,818","$9,502,518","$10,320,350","$14,397,436",,,,
2016,40010,4010,Gastonia Transit(Gastonia Transit),Active,Reduced Reporter,Gastonia,NC,2010,"Gastonia, NC-SC",200,139,"169,495",Existing 2016,"$902,554","$990,784","$913,458","$2,028,025",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$4,081,295","$2,007,640","$2,018,120","$1,968,900","$2,051,484",,,,
2016,40011,4011,High Point Transit(Hi tran),Active,Reduced Reporter,High Point,NC,2010,"High Point, NC",202,113,"166,485",Existing 2016,"$3,688,980","$1,237,582","$1,255,480","$1,197,752","$1,292,935","$1,383,246","$1,397,485","$1,554,000","$1,576,018","$1,568,267","$1,697,793","$1,859,463","$1,804,784","$2,136,257","$6,683,585","$2,421,465","$2,679,034","$3,093,348","$3,774,412","$2,609,693","$3,122,161","$3,019,076","$3,991,822","$3,261,113","$3,217,652","$2,926,791",,,,
2016,40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),Active,Full Reporter,Winston-Salem,NC,2010,"Winston-Salem, NC",95,323,"391,024",Existing 2016,"$4,347,412","$5,338,394","$6,030,428","$6,710,353","$7,231,205","$10,595,632","$15,267,231","$7,276,549","$8,527,106","$8,025,201","$13,922,433","$10,079,503","$8,067,587","$9,270,126","$9,591,758","$10,748,225","$11,251,157","$11,860,015","$12,143,050","$20,182,978","$19,351,155","$13,273,411","$13,203,978","$17,049,363","$14,585,946","$24,158,848",,,,
2016,40014,4014,Ms Coast Transportation Authority(CTA),Active,Full Reporter,Gulfport,MS,2010,"Gulfport, MS",175,165,"208,948",Existing 2016,"$1,315,861","$1,485,024","$3,629,444",$0,"$3,541,681","$2,920,862","$3,004,050","$3,973,658","$4,109,872","$4,725,826","$4,295,272","$3,844,823","$12,147,938","$6,697,195","$4,937,459","$4,744,588","$5,810,093","$6,470,154","$10,009,329","$7,103,691","$6,655,999","$7,197,481","$7,934,382","$8,150,184","$11,100,315","$6,818,017",,,,
2016,40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division(JATRAN)",Active,Full Reporter,Jackson,MS,2010,"Jackson, MS",107,242,"351,478",Existing 2016,"$3,147,937","$3,512,826","$3,215,864","$3,929,730","$3,457,456","$3,779,647","$4,251,868","$5,639,524","$4,787,583","$7,493,289","$8,176,683","$6,391,505","$5,271,421","$5,869,264","$6,162,727","$6,154,309","$7,425,392","$6,444,609","$6,177,052","$11,131,235","$11,434,029","$12,868,787","$7,191,346","$11,734,939","$7,225,430","$9,291,535",,,,
2016,40016,4016,Ashland Bus System(ABS),Active,Reduced Reporter,Ashland,KY,2010,"Huntington, WV-KY-OH",178,130,"202,637",Existing 2016,"$394,525","$527,014",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,250,685","$1,242,721","$1,268,070","$982,037","$951,168","$1,241,045",,,,
2016,40017,4017,Lexington Transit Authority(LexTran),Active,Full Reporter,Lexington,KY,2010,"Lexington-Fayette, KY",131,88,"290,263",Existing 2016,"$5,290,224","$5,933,405","$4,409,121","$4,321,828","$4,765,906","$4,988,066","$5,696,891","$6,947,726","$8,700,128","$6,843,471","$10,502,744","$8,503,426","$9,753,715","$14,722,698","$11,372,549","$14,224,696","$15,592,220","$22,053,237","$18,967,732","$20,847,073","$26,855,447","$25,691,931","$25,128,671","$24,095,867","$31,033,012","$35,810,723",,,,
2016,40018,4018,Transit Authority of River City(TARC),Active,Full Reporter,Louisville,KY,2010,"Louisville/Jefferson County, KY-IN",43,477,"972,546",Existing 2016,"$35,651,631","$39,277,793","$41,108,442","$48,966,283","$35,975,443","$40,109,647","$42,187,056","$46,637,661","$58,889,981","$58,466,302","$57,084,157","$63,166,351","$72,742,871","$52,610,682","$65,868,226","$61,685,894","$64,450,764","$70,476,481","$70,641,292","$84,458,238","$70,905,706","$76,305,319","$82,219,356","$94,602,606","$95,875,309","$91,811,947",,,,
2016,40019,4019,Transit Authority of Northern Kentucky(TANK),Active,Full Reporter,Fort Wright,KY,2010,"Cincinnati, OH-KY-IN",30,788,"1,624,827",Existing 2016,"$9,066,767","$11,654,843","$15,368,053","$9,871,993","$13,840,107","$10,070,628","$10,264,613","$13,666,134","$13,314,961","$12,753,722","$17,949,657","$16,424,972","$19,347,621","$14,746,715","$19,193,403","$21,713,664","$22,716,299","$24,913,812","$23,275,018","$26,224,287","$21,334,703","$25,579,025","$27,538,599","$27,033,708","$26,989,133","$26,919,487",,,,
2016,40020,4020,Owensboro Transit System(OTS),Active,Reduced Reporter,Owensboro,KY,2010,"Owensboro, KY",391,34,"70,543",Existing 2016,"$1,197,671","$808,515","$697,224","$723,246",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,582,344","$1,596,238","$2,043,685","$2,234,296","$2,050,018",,,,
2016,40021,4021,Albany Transit System(ATS),Active,Full Reporter,Albany,GA,2010,"Albany, GA",309,71,"95,779",Existing 2016,"$1,170,006","$1,253,916","$1,297,334","$1,151,888","$1,471,601","$1,843,450","$1,923,618","$2,366,970","$2,082,470","$2,224,382","$2,653,947","$2,911,263","$2,455,358","$2,610,025","$2,472,103","$2,906,212","$3,628,344","$4,128,644","$2,690,380","$3,182,345","$2,867,394","$5,519,256","$3,231,418","$3,922,668","$3,599,564","$3,768,625",,,,
2016,40022,4022,Metropolitan Atlanta Rapid Transit Authority(MARTA),Active,Full Reporter,Atlanta,GA,2010,"Atlanta, GA",9,"2,645","4,515,419",Existing 2016,"$413,128,342","$329,274,129","$271,086,373","$285,760,823","$362,791,042","$455,939,006","$418,213,637","$458,937,727","$547,940,719","$614,173,531","$663,956,021","$588,185,410","$619,703,218","$549,640,302","$549,540,896","$595,834,353","$650,645,904","$724,932,657","$700,254,371","$647,351,047","$614,115,821","$671,410,995","$694,216,720","$800,408,370","$802,347,407","$773,708,711",,,,
2016,40023,4023,Augusta Richmond County Transit Department(APT),Active,Full Reporter,Augusta,GA,2010,"Augusta-Richmond County, GA-SC",98,260,"386,787",Existing 2016,"$4,100,753","$3,291,025","$3,857,055","$2,887,278","$2,694,731","$3,033,758","$2,579,322","$2,630,575","$3,547,949","$4,483,866","$5,386,588","$703,408","$2,458,653","$4,734,958","$4,468,682","$3,750,720","$3,433,852","$3,921,636","$4,490,813","$5,261,815","$6,553,001","$4,815,700","$4,591,974","$4,117,601","$4,424,956","$6,645,989",,,,
2016,40024,4024,"Metra Transit System (Columbus, GA)(Metra)",Active,Reduced Reporter,Columbus,GA,2010,"Columbus, GA-AL",147,147,"253,602",Existing 2016,"$3,031,630","$4,886,254","$3,003,376","$3,193,111","$2,991,417","$3,322,462","$3,379,258","$4,495,483","$4,095,566","$3,562,407","$4,627,650","$4,484,755","$3,898,299","$4,271,246","$4,009,113","$4,958,541","$4,601,629","$5,766,229","$5,563,215","$5,959,538","$8,033,396","$5,339,053","$7,626,217","$5,701,602","$5,300,929","$7,599,962",,,,
2016,40025,4025,Chatham Area Transit Authority(CAT),Active,Full Reporter,Savannah,GA,2010,"Savannah, GA",144,165,"260,677",Existing 2016,"$9,442,425","$8,000,225","$8,526,957","$10,589,646","$9,771,758","$11,358,030","$9,812,417","$10,125,723","$11,115,124","$12,168,208","$11,620,002","$11,942,788","$15,111,573","$13,338,337","$13,619,424","$15,336,925","$18,416,141","$17,003,696","$15,919,539","$21,488,800","$21,884,303","$28,759,736","$25,292,004","$23,795,213","$27,013,585","$22,028,659",,,,
2016,40026,4026,Manatee County Area Transit(MCAT),Active,Full Reporter,Bradenton,FL,2010,"Sarasota-Bradenton, FL",64,327,"643,260",Existing 2016,"$2,761,765","$3,635,230","$3,817,167","$3,158,112","$2,948,919","$3,229,109","$3,910,755","$3,526,805","$4,238,273","$5,090,616","$4,905,726","$8,747,322","$5,334,712","$8,164,905","$7,737,759","$8,111,838","$10,084,368","$10,056,971","$13,964,015","$10,247,465","$14,324,312","$11,460,020","$12,013,824","$13,016,470","$22,210,087","$24,082,526",,,,
2016,40027,4027,Pinellas Suncoast Transit Authority(PSTA),Active,Full Reporter,St. Petersburg,FL,2010,"Tampa-St. Petersburg, FL",17,957,"2,441,770",Existing 2016,"$22,752,722","$29,464,007","$31,074,316","$34,322,295","$28,842,399","$27,818,766","$41,314,998","$29,722,169","$29,195,408","$34,292,596","$48,891,507","$41,396,673","$51,146,136","$58,817,628","$64,431,309","$65,287,986","$62,549,123","$65,688,984","$62,905,316","$67,870,714","$61,152,359","$68,056,704","$76,676,364","$64,959,925","$78,826,298","$65,476,817",,,,
2016,40028,4028,Lee County Transit(LeeTran),Active,Full Reporter,Fort Myers,FL,2010,"Cape Coral, FL",78,330,"530,290",Existing 2016,"$4,010,480","$3,249,406","$3,431,474","$4,706,578","$6,559,101","$4,796,722","$11,026,848","$6,211,867","$8,316,867","$11,256,136","$12,344,080","$13,354,381","$14,074,944","$12,782,202","$16,309,731","$18,191,346","$21,463,369","$23,518,781","$23,985,814","$31,963,428","$27,700,395","$23,535,079","$42,434,916","$43,819,960","$30,733,081","$32,380,683",,,,
2016,40029,4029,Broward County Transit Division(BCT),Active,Full Reporter,Plantation,FL,2010,"Miami, FL",4,"1,239","5,502,379",Existing 2016,"$48,870,641","$49,951,212","$49,850,867","$49,970,201","$54,442,833","$62,935,162","$72,238,936","$67,257,579","$74,233,746","$88,917,484","$88,700,358","$97,285,757","$113,301,970","$119,761,387","$112,415,746","$122,856,946","$135,559,070","$166,749,873","$135,646,453","$145,249,272","$155,476,279","$143,051,341","$162,244,651","$147,605,373","$189,193,372","$151,812,140",,,,
2016,40030,4030,Gainesville Regional Transit System(RTS),Active,Full Reporter,Gainesville,FL,2010,"Gainesville, FL",187,87,"187,781",Existing 2016,"$4,617,571","$4,126,851","$4,612,470","$4,990,090","$7,926,689","$6,234,312","$6,339,923","$5,742,393","$8,198,231","$8,595,771","$11,134,856","$12,698,818","$12,461,574","$13,487,054","$17,979,222","$18,076,545","$18,932,638","$21,825,636","$20,545,518","$25,447,045","$21,807,990","$31,479,580","$40,907,392","$46,802,513","$30,643,321","$31,847,653",,,,
